Cable Chest Press$,Set both pulleys slightly above shoulder height and select the desired weight. Grasp both handles with a slightly pronated grip and take a step forward to split the stance.Press the handles slightly down to lockout while flexing the pecs and extending the elbows.Slowly lower back to the starting position and repeat for the desired number of repetitions.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incline Bench Hammer Curl$,"The incline bench dumbbell hammer curl is a good exercise to totally isolate the bicep muscle while also hitting the forearms. Set an adjustable bench to an angle of around 45 degrees.Grab a dumbbell and position yourself at the highest end of the bench.Rest the back of your upper arm on the bench padding and allow your arm to fully extend until the dumbbell is almost touching the bench.You should be holding the dumbbell using a neutral grip, thumb facing towards you.Use your other arm for support by holding the bench.Tense your bicep and slowly curl it up as far as possible.Squeeze the muscle, and then slowly lower the weight back to the starting position.Repeat for desired reps, and then repeat for the other arm.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standing Barbell Curl $,"The standing barbell curl is the cornerstone of many bicep building routines. Grasp a barbell or Olympic bar at around shoulder width apart using an underhand grip (palms facing up).Stand straight up, feet together (you may be more comfortable putting one foot back for stability), back straight, and with your arms fully extended.The bar should not be touching your body.Keeping your eyes facing forwards, elbows tucked in at your sides, and your body completely still, slowly curl the bar up.Squeeze your biceps hard at the top of the movement, and then slowly lower it back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Curl $,"The spider curl uses the conventional preacher bench, but in an unconventional way! When you do a spider curl the padding that is usually used to support your upper arms is used to support your stomach.To set up for the spider curl you need to either turn the arm padding around 180 degrees, or position yourself at the front of the bench facing the seat.Grab a barbell and hold it with an underhand grip around shoulder width apart.Position yourself with your stomach on the padding and arms hanging off the high side.Keep your eyes facing forward and slowly curl the weight up as far as possible.Squeeze the biceps, pause, and then slowly lower the weight back to the bottom.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammer Curl Across The Body AKA Pinwheel Curls$,"Set up for the across body hammer curl by grasping a pair of dumbbells and standing straight up holding them at your sides.You should be using a neutral grip (palms facing the body) and the dumbbells should not be resting on your body.Take up the tension by slightly bending your arms. This is the starting position for the exercise.Starting with your weakest arm (usually the left), slowly curl the dumbbell up across the front of your body as shown in the video demonstration.Squeeze the bicep at the top of the movement, and then slowly lower the weight back to the starting position.Repeat this movement for your other arm.This is one rep, now repeat to complete your set!$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rope Cable Preacher Curl$,"Set up for the cable preacher curl by grabbing a preacher bench and placing it in front of a low pulley cable machine. There should be about a 1-2 ft gap.Attach a rope extension to the low pulley cable and select the weight you want to use on the stack.Sit on the bench with your upper arms on the pads and grasp the bar with a neutral grip (thumbs facing your body) at about shoulder width apart.Bend the arms slightly to take tension into the biceps. This is the starting position.Slowly curl the bar up as far as possible, squeeze the biceps at the top and slowly lower the weight back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisting Standing Dumbbell Curl$,"Grasp a pair of dumbbells and stand straight up holding the dumbbells by your side.Your arms should be slightly bent and your palms facing in towards your body (thumbs forward).Before starting the movement, curl the weight up slowly to put the tension on your biceps.Starting with your weakest arm (usually your left), curl the dumbbell up.As you curl up rotate the dumbbell from a neutral position (palms facing in) to an underhand position (palms facing up).Squeeze your bicep at the top of the movement, and then slowly lower the weight back down without letting it touch your body.Repeat on the other arm.That's 1 rep. Now repeat for desired reps!$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toes In Standing Machine Calf Raise$,Adjust the shoulder pad corresponding to your height.Step underneath the pad and place the balls of your feet on the platform with your toes pointed in - your heels will naturally hang off.Extend the hips and knees in order to raise the shoulder pad.Lower the heels by dorsiflexing the ankles until the calves are fully stretched.Extend the ankles and exhale as you flex the calves.Repeat for the assigned number of repetitions.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standing One-Leg Calf Raise With Dumbbell$,"Set up by grasping a dumbbell in your right hand and standing on the edge of a calf raise block or step with the balls of your feet on the edge.Take your right leg and hook it behind your left.Let your left heel drop as far as possible. This is the starting position.Keeping your body straight and eyes facing forwards, raise your left heel up as far as possible.Pause and squeeze the calf muscle, and then slowly lower your heel back down as far as possible.Repeat for desired reps, and then repeat on the right leg.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Machine Calf Raise$,"Set the bar on the smith machine to around shoulder height and rack up the weight you want to use.Grab a step, calf block, or weight plate and put it below the bar.Step up on the block and position the balls of your feet on the edge.Grasp the smith bar with a wide grip and position it across the top of your back muscles (not across the back of your neck).Push up to take the weight off the rack and slowly let your heels drop down as far as possible. This is the starting position.Slowly raise your heels as far as you can off the floor.Squeeze the calf muscles, and then slowly lower your heels back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skipping Jump Rope$,"Grasp a jump rope with the handles at your sides and the rope behind your heels.Rotate the wrists to generate velocity and help the rope revolve around the body.As the rope moves toward your feet, hop with one foot to allow it to pass underneath.Once the rope has passed underneath, you’ll hop again with the same foot before hopping the rope with opposite foot on the next pass.Repeat steps 4 & 5 for the desired number of repetitions or time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodyweight Floor Calf Raise$,"Stand with your feet around shoulder width apart close to something you can hold onto for balance (if needed).Take your heels slightly off the floor. This is the starting position for the exercise.Slowly raise your heels up as far as possible.Pause and squeeze the calves, and then lower yourself back down to the starting position.Don't let your heels rest on the floor! Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posterior Calf Lacrosse Ball $,"In a seated position, place the lacrosse ball directly underneath your calf between your knee and foot.Support yourself using your hands and free leg. Adjust pressure into the roller by applying more or less force through the forearms and knee.Slowly roll up and down the length of the hamstring while slightly rotating the leg periodically for 20-30 seconds.Repeat on the other side.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toes Out Standing Calf Raise$,Adjust the shoulder pad corresponding to your height.Step underneath the pad and place the balls of your feet on the platform with your toes pointed out - your heels will naturally hang off.Extend the hips and knees in order to raise the shoulder pad.Lower the heels by dorsiflexing the ankles until the calves are fully stretched.Extend the ankles and exhale as you flex the calves.Repeat for the assigned number of repetitions.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seated Dumbbell Calf Raise $,"Set up by placing a step or block at the end of a flat bench.Next, grasp a pair of dumbbells and sit on the end of the bench.Put the balls of your feet on the edge of the step/block and rest the ends of the dumbbells on your thighs close to your knees.Let your heels drop as far as possible without hitting the floor. This is the starting position.Slowly raise your heels off the floor as far as possible.Squeeze the calves and pause, and then slowly lower your heels back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocking Standing Calf Raise$,"Grasp a barbell at a wider than shoulder width and place it across the muscles on the top of your back. Don't rest it on the back of the neck!Stand up with your body straight, abs tightened and eyes facing forward.Slowly raise your heels off the floor as far as possible.Pause, and then lower your heels back to the floor.Once your heels hit the floor pull your toes up as far as possible.Pause, and then repeat the whole movement for as many reps as you can.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jump Rope $,"Grasp a jump rope with the handles at your sides and the rope behind your heels.Rotate the wrists to generate velocity and help the rope revolve around the body.As the rope moves toward your feet, jump with both feet to allow it to pass underneath.Repeat for the desired number of repetitions or time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Leg Smith Machine Seated Calf Raise$,"Set up for the one-leg smith machine seated calf raise by placing a flat bench in the smith machine and putting a step or calf Block under the bar.Lower the bar and add the weight you want to use.Sit on the end of the bench with your feet and knees together and place your left foot on the block with the balls of your feet on the edge.Take the bar off the rack and rest it on your left thigh.Allow your heel to drop as far as possible without touching the floor. This is the exerting position.Execute the movement by raising your heel up as far as possible.Squeeze the calf muscle, and then slowly lower your heel back to the starting position.Repeat for desired reps, and then repeat on the right leg.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peroneal Tiger Tail$,"While in a seated position, position the tiger tail on the lateral aspect of the calf with one hand on either handle.Adjust pressure into calf by applying more or less force through the hands.Slowly roll up and down the length of the side of your calf for 20-30 seconds.Repeat on the other side.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-Degree Toe Raise$,"Load the weight you want to use on a 45-degree leg press machine and sit down in the seat.Position your feet on the top half of the foot plate at around hip with apart.Push up slightly and unload the weight from the safety using the handles at your sides.Keeping your legs fixed, slowly pull your toes back towards your body as far as you can.Hold this position, and then lower the toes back down until they're almost resting on the plate.Repeat movement for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standing Barbell Calf Raise$,"Set up for the standing barbell calf raise by getting a block or step and placing it in front of you.Set up for the standing barbell calf raise by getting a block or step and placing it in front of you.Stand up on the block with the balls of your feet on the edge.Keeping your balance, raise your heels off the floor.Squeeze the calves, and then slowly lower your heals back down as far as possible without letting them touch the floor.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Jump Jump Rope$,"Grasp a jump rope with the handles at your sides and the rope behind your heels.Rotate the wrists to generate velocity and help the rope revolve around the body.As the rope moves toward your feet, jump twice with both feet to allow it to pass underneath.Repeat for the desired number of repetitions or time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbell Bench Press$,"Lie flat on a bench and set your hands just outside of shoulder width.Set your shoulder blades by pinching them together and driving them into the bench.Take a deep breath and allow your spotter to help you with the lift off in order to maintain tightness through your upper back.Let the weight settle and ensure your upper back remains tight after lift off.Inhale and allow the bar to descend slowly by unlocking the elbows.Lower the bar in a straight line to the base of the sternum (breastbone) and touch the chest.Push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows.Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight Bar Dip$,Step up on a straight bar dip station (if possible) and position your hands with a pronated grip (thumbs facing).Initiate the dip by unlocking the elbows and slowly lowering the body until the forearms are almost parallel with the floor.Control the descent to parallel and then drive back to the starting position by pushing through the palms.Repeat for the desired number of repetitions$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pec Dec $,"The pec dec is an awesome machine for targeting the pectorals, but you need to use strict technique and focus on stretch and contraction to get the most out of it. Don't let the stack drop during the set. Don't touch the pads or handles in the center, and keep your body fixed.Don't bring your torso forward as you squeeze the weight up.Pause at the top of the exercise (pads in) for a count of 1-3, squeezing the chest for maximum intensity.Your upper arms or elbows should be positioned parallel to the floor.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plyometric Clapping Push Up$,"Assume a quadruped position on the floor with your hands under your shoulders, toes tucked, and knees under hips.Extend one leg at a time and assume a push up position with the legs straight, elbows extended, and head in a neutral position looking at the floor.Slowly descend to the floor by retracting the shoulder blades and unlocking the elbows.Descend until the upper arms are parallel or your chest touches the floor.Push back forcefully to the starting point by dynamically extending the elbows and driving your palms into the floor. When the hands leave the floor, quickly bring them together and clap before returning them to the starting position..Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plyometric Push Up $,"Assume a quadruped position on the floor with your hands under your shoulders, toes tucked, and knees under hips.Extend one leg at a time and assume a pushup position with the legs straight, elbows extended, and head in a neutral position looking at the floor.Slowly descend to the floor by retracting the shoulder blades and unlocking the elbows.Descend until the upper arms are parallel or your chest touches the floor.Push back forcefully to the starting point by dynamically extending the elbows and driving your palms into the floor. Your goal is to make your hands lose contact with the floor.Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reverse Dumbbell Bench Press$,"The reverse grip is the same as the dumbbell bench press except you use a reverse grip. Set up for the exercise by grasping a set of dumbbells and sitting on the end of a flat bench with the ends of the dumbbells resting on your knees.Slowly lay back on the bench and push the dumbbells straight up above your chest.Twist the dumbbells so that your palms are facing your shoulders. This is the starting position for the exercise.Slowly lower the dumbbells down keeping your palms in line with your middle chest.When the handles get to around chest height, pause and raise the dumbbells back to the starting position.Repeat movement for desired reps$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Board Bench Press $,"Lie flat on a bench and set your hands just outside of shoulder width.Set your shoulder blades by pinching them together and driving them into the bench.Take a deep breath and allow your spotter to help you with the lift off to maintain tightness through your upper back.Let the weight settle and ensure your upper back remains tight after lift off.Inhale and allow the bar to descend slowly by unlocking the elbows.Lower the bar in a straight line until it touches a single board that is being held to your chest by a spotter.Push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows.Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incline Push Ups$,"Assume a tall kneeling position with your hands on a bench, toes tucked, and knees under hips.Extend one leg at a time and assume a pushup position with the legs straight, elbows extended,and head in a neutral position looking at the floor.Slowly descend to the floor by retracting the shoulder blades and unlocking the elbows.Descend until your chest touches the bench.Push back to the starting point by extending the elbows and driving your palms into the floor.Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Push Up$,Assume a standing position against a wall. Take a few steps away from the wall and lean in with your body at a 45 degree angle.Keep the elbows locked out and ensure your body is in a straight line from head to heels.Inhale and brace your core. Slowly descend by retracting the shoulder blades and unlocking the elbows.Descend until the upper arms are parallel or your chest touches the wall.Push back to the starting point by extending the elbows and driving your palms into the wall.Repeat for the desired number of repetitions.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Chest Press $,Set both pulleys slightly above shoulder height and select the desired weight.Grasp both handles with a slightly pronated grip and take a step forward to split the stance.Press the handles slightly down to lockout while flexing the pecs and extending the elbows.Slowly lower back to the starting position and repeat for the desired number of repetitions.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tall Kneeling Medicine Ball Chest Pass$,"Setup in a tall kneeling position while holding a medicine ball at your chest with a soft bend in your knees.Exhale, press the arms to extension, and aggressively launch the med ball into the wall directly in front of you.Catch the med ball as it returns from the wall and repeat step #2 for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Bench Press Rotational Grip$,"Pick up the dumbbells off the floor using a neutral grip (palms facing in). Position the ends of the dumbbells in your hip crease, and sit down on the bench.To get into position, lay back and keep the weights close to your chest. Once you are in position, take a deep breath, and press the dumbbells to lockout at the top.Slowly lower the dumbbells under control as far as comfortably possible (the handles should be about level with your chest) while rotating the wrists to a neutral position at the bottom (palms facing each other).Contract the chest and push the dumbbells back up to the starting position while rotating the wrists back to a pronated position (palms facing toes).Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutral Grip Decline Dumbbell Bench Press$,"Pick up the dumbbells off the floor using a neutral grip (palms facing in). Position the ends of the dumbbells in your hip crease, and sit down on the edge of an decline bench.To get into position, lay back and keep the weights close to your chest. Once you are in position, take a deep breath, and press the dumbbells to lockout at the top with a neutral grip.Slowly lower the dumbbells under control as far as comfortably possible (the handles should be about level with your chest).Contract the chest and push the dumbbells back up to the starting position while maintaining a neutral grip throughout the duration of the exercise.Repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kettlebell Push Up $,"Assume a quadruped position on the floor with your hands on kettlebells, toes tucked, and knees under hips.Extend one leg at a time and assume an extra wide stance. Keep the elbows extended and head in a neutral position looking at the floor.Slowly descend to the floor by retracting the shoulder blade and unlocking the elbow.Descend until the upper arm is parallel or your chest reaches slightly below the kettlebells.Push back to the starting point by extending the elbow and driving your palm into the kettlebells.Repeat for the desired number of repetitions on both sides.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decline Cable Flys$,"Set both pulleys as low as possible, position a decline bench in the cable station, and select the desired weight.Sit on the end of the flat bench and grasp one handle at a time. Lay back and get into position while holding the handles at chest height.Press the handles to lockout while flexing the pecs and extending the elbows.Keep a slight bend in the elbows, move entirely at the shoulder joint, and slowly allow the arms to open while the pecs stretch.Return to the starting position by flexing your pecs and bringing the handles together at chest height.Slowly lower back to the starting position and repeat for the desired number of repetitions.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reverse Grip Preacher Curl$,"Set up for the reverse grip preacher curl by adjusting the seat height of the preacher bench so that the back of your upper arms rest flat on the pads.Load up a barbell with the weight desired and sit on the bench.Grasp the bar with an overhand grip (palms facing down). Keeping your arms fixed, and only bending at the elbows, curl the weight until your forearms are at 90 degrees to the floor.Do not pause, and slowly lower the weight back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Plate Pinches$,"The weight plate pinch is a simple way to build real strength in your forearms. To complete this exercise grasp a weight plate (or two if you can) between your two index fingers and your thumb.Stand up straight and hold the weight plate with your fingers as long as possible.If you can hold it longer than 30 seconds, use a heavier plate or two small plates together.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seated Neutral Dumbbell Wrist Curl$,"Grasp a pair of dumbbell using a neutral grip (palms facing in) and sit down on the end of a flat bench.Rest the back of your forearms on the tops of your inner thigh so that your wrists are just off the end of it.Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise.Slowly raise the dumbbells up as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overhead Barbell Carry$,Set a bar at roughly chest height.Set up facing away from the rack and unrack the bar at shoulder height in a overhead press position.Press the bar to lockout and maintain a stable overhead position..Walk for a designated distance or amount of time.$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Arm Reverse Dumbbell Wrist Curl Over Bench$,"Grasp a dumbbell using a reverse grip (palms facing down) and kneel down in front of a flat bench.Rest the back of your forearm on top of the bench so that the wrist holding the dumbbell is just off the end of it.Bending only at the wrist, let the dumbbell drop as far as possible. You can rest your non-working arm on the bench for stability. This is the starting position for the exercise.Slowly raise the dumbbell up as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seated Reverse Barbell Wrist Curl$,"Grasp a barbell at shoulder width apart using an overhand grip (palms facing down) and sit down on the end of a flat bench.Rest the back of your forearms on the top of your thighs so that your wrists are just off the end of your knees.Bending only at the wrists, let the barbell drop as far as possible. This is the starting position for the exercise.Slowly raise the bar up as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the barbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Farmers Carry $,"Grasp a dumbbell in each hand using a neutral grip and stand up straight.While maintaining an active shoulder position, hold the dumbbells by your side and walk for a designated distance or amount of time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seated Reverse Dumbbell Wrist Curl$,"Grasp a pair of dumbbell using a reverse grip (palms facing down) and sit down on the end of a flat bench.Rest the back of your forearms on the tops of your inner thigh so that your wrists are just off the end of it.Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise.Slowly raise the dumbbells up as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap Bar Farmers Carry$,"Set up inside a trap bar with your feet hip width apart and your arms by your side.Hinge forward and grasp the handles using a neutral grip.Stand tall and extend the hips and knees to get into position.While maintaining an active shoulder position, hold the trap bar and walk for a designated distance or amount of time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reverse Concentration Curl.$,"Grab the dumbbell you want to use with your left arm and sit on the end of a bench.Position your feet at slightly wider than shoulder width apart.Place the back of your upper left arm on the inside of your left thigh. Put your right hand on your right knee for support. You will use your left thigh as a back rest throughout the movement.Start the exercise with your arm fully extended and slowly curl the dumbbell up as far as possible using a reverse grip (palm facing down).Squeeze your forearm, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps, and then repeat the same for your right arm.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standing Wrist Curl Behind Back$,"Begin the exercise by selecting a barbell weight and holding it behind your back using an underhand grip (palms facing out). Your hands should be placed around shoulder width apart.Stand straight up with your feet shoulder width apart and look straight forward. Bending only at the wrists, let the barbell drop as far as possible. This is the starting position for the exercise.Slowly raise the barbell up as far as possible squeezing the forearm muscles at the top of the movement. Only your wrists should be moving.Pause, and then slowly lower the barbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbell Suitcase Carry$,"Load a barbell and set up perpendicular to the bar.Grasp the bar with a neutral grip and stand up straight.While maintaining an active shoulder position, hold the barbell by your side and walk for a designated distance or amount of time.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seated Dumbbell Wrist Curl$,"Grasp a pair of dumbbell using a underhand grip (palms facing up) and sit down on the end of a flat bench.Rest the back of your forearms on the tops of your inner thigh so that your wrists are just off the end of it.Bending only at the wrists, let the dumbbell drop as far as possible. This is the starting position for the exercise.Slowly raise the dumbbells up as far as possible squeezing the forearm muscles at the top of the movement.Pause, and then slowly lower the dumbbell back to the starting position.Repeat for desired reps.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
